0,City,Country,Latitude,Temperature,Humidity,Cloud Cover,Wind Speed,Date
<citipy.citipy.City object at 0x0000020760373D68>,hofn,is,64.25,36.18,100,32,7.96,1521786700
<citipy.citipy.City object at 0x000002075F746668>,comodoro rivadavia,ar,-45.87,60.8,51,0,12.75,1521784800
<citipy.citipy.City object at 0x0000020760655EF0>,sabha,ly,27.03,47.7,37,0,11.65,1521787082
<citipy.citipy.City object at 0x0000020760158518>,metro,id,-5.11,86.13,84,20,5.84,1521787082
<citipy.citipy.City object at 0x00000207615C2668>,mpika,zm,-11.84,69.39,88,8,4.72,1521787083
<citipy.citipy.City object at 0x0000020760355CF8>,hit,iq,33.64,72.9,26,0,4.38,1521787083
<citipy.citipy.City object at 0x0000020760FFA780>,yuryevets,ru,57.32,20.07,90,88,13.67,1521787083
<citipy.citipy.City object at 0x000002075FA3A940>,iqaluit,ca,63.75,-22.01,67,5,11.41,1521784800
<citipy.citipy.City object at 0x000002075F7EDDA0>,formoso do araguaia,br,,,,,,
<citipy.citipy.City object at 0x000002076124FDA0>,ahuimanu,us,21.44,69.35,88,90,11.65,1521784620
<citipy.citipy.City object at 0x00000207607B3F98>,miri,my,10.31,72.81,80,0,11.99,1521787085
<citipy.citipy.City object at 0x0000020760B43240>,hajnowka,pl,52.74,23.13,79,44,3.15,1521787085
<citipy.citipy.City object at 0x0000020760F89EF0>,surgut,ru,61.25,6.8,65,76,6.71,1521784800
<citipy.citipy.City object at 0x000002075FA5EDA0>,saint-augustin,ca,44.83,38.41,86,75,8.05,1521784800
<citipy.citipy.City object at 0x000002075FB513C8>,karamay,cn,,,,,,
<citipy.citipy.City object at 0x00000207608C8C18>,daru,pg,7.99,73.62,91,88,3.6,1521787086
<citipy.citipy.City object at 0x000002075F80C550>,itambacuri,br,-18.04,69.66,98,64,4.72,1521787087
<citipy.citipy.City object at 0x000002076156D0F0>,maldonado,uy,-34.91,62.6,72,0,6.93,1521784800
<citipy.citipy.City object at 0x00000207606805F8>,tombouctou,ml,16.77,58.23,21,0,16.46,1521787087
<citipy.citipy.City object at 0x000002075F7E4780>,diamantino,br,-14.4,73.8,89,12,2.59,1521787088
<citipy.citipy.City object at 0x000002075F9036D8>,santarem,br,,,,,,
<citipy.citipy.City object at 0x000002075FCD2470>,castrop-rauxel,de,51.56,40.35,93,75,8.05,1521784200
<citipy.citipy.City object at 0x00000207607C8E10>,vao,nc,59.1,28.44,82,76,10.2,1521786692
<citipy.citipy.City object at 0x00000207608C80F0>,tevaitoa,pf,-16.78,82.26,100,64,10.76,1521787089
<citipy.citipy.City object at 0x0000020760BA1908>,praia da vitoria,pt,38.73,61.92,100,56,20.04,1521787090
<citipy.citipy.City object at 0x000002075FEFCC18>,carmarthen,gb,51.86,46.4,81,92,28.86,1521784200
<citipy.citipy.City object at 0x0000020760EC2128>,mokrous,ru,51.24,25.02,92,56,14.45,1521787091
<citipy.citipy.City object at 0x000002075FA3A828>,inverness,ca,57.48,41.63,100,75,1.12,1521784200
<citipy.citipy.City object at 0x000002076015BAC8>,palembang,id,-2.99,86.22,86,12,4.27,1521787091
<citipy.citipy.City object at 0x00000207608757B8>,waitati,nz,-45.75,52.92,92,80,2.93,1521787092
<citipy.citipy.City object at 0x000002076086C278>,ngunguru,nz,-35.62,67.77,100,92,13.56,1521787092
<citipy.citipy.City object at 0x0000020760F76E80>,sotnikovo,ru,51.88,46.4,45,0,6.71,1521784800
<citipy.citipy.City object at 0x000002075F754470>,reconquista,ar,-29.14,67.14,79,0,4.94,1521787093
<citipy.citipy.City object at 0x0000020760E98518>,leshukonskoye,ru,64.9,9,77,36,3.6,1521787094
<citipy.citipy.City object at 0x0000020760862AC8>,dunedin,nz,-45.87,52.92,92,80,2.93,1521786963
<citipy.citipy.City object at 0x0000020760DBC358>,belaya gora,ru,68.54,-11.17,74,0,3.71,1521787094
<citipy.citipy.City object at 0x000002075F950EF0>,aklavik,ca,68.22,-9.41,76,20,6.93,1521784800
<citipy.citipy.City object at 0x00000207611B1BA8>,sitka,us,37.17,49.41,76,8,4.5,1521786716
<citipy.citipy.City object at 0x000002075F942668>,bokspits,bw,,,,,,
<citipy.citipy.City object at 0x00000207606AE198>,acapulco,mx,16.86,72.9,85,0,3.94,1521787095
<citipy.citipy.City object at 0x0000020760655E10>,nalut,ly,31.86,42.48,64,0,10.65,1521787096
<citipy.citipy.City object at 0x0000020760E30518>,kalininsk,ru,51.5,23.67,96,56,9.98,1521787096
<citipy.citipy.City object at 0x00000207608CF128>,port moresby,pg,-9.47,89.6,66,40,11.41,1521781200
<citipy.citipy.City object at 0x000002075F796E48>,yulara,au,-25.24,95,14,0,8.05,1521784800
<citipy.citipy.City object at 0x000002075F540EF0>,la paz,bo,24.15,68,37,75,5.82,1521783600
<citipy.citipy.City object at 0x00000207615947F0>,halalo,wf,,,,,,
<citipy.citipy.City object at 0x000002076046A358>,nishihara,jp,35.74,59.34,26,75,8.05,1521785640
<citipy.citipy.City object at 0x0000020760651BA8>,vangazi,lv,40.03,59,48,0,11.41,1521784800
<citipy.citipy.City object at 0x00000207607C2EF0>,oranjemund,na,-28.55,61.02,94,0,3.38,1521787098
<citipy.citipy.City object at 0x0000020760AC9A20>,tabuan,ph,,,,,,
<citipy.citipy.City object at 0x000002075F7875F8>,kiama,au,-34.67,69.8,64,90,6.93,1521784800
<citipy.citipy.City object at 0x00000207604AD518>,rungata,ki,,,,,,
<citipy.citipy.City object at 0x000002075F7564A8>,tartagal,ar,-22.52,62.91,91,24,3.38,1521787099
<citipy.citipy.City object at 0x0000020760878A90>,sur,om,22.57,78.21,84,0,2.37,1521787100
<citipy.citipy.City object at 0x000002075FEE62B0>,port-gentil,ga,-0.72,77,94,20,4.7,1521784800
<citipy.citipy.City object at 0x000002075F7872E8>,karratha,au,-20.74,103.68,22,36,7.63,1521786760
<citipy.citipy.City object at 0x0000020760F01A20>,ossora,ru,59.24,14.58,87,8,13.89,1521787101
<citipy.citipy.City object at 0x00000207608AD978>,marcona,pe,,,,,,
<citipy.citipy.City object at 0x0000020760FC2518>,ust-kuyga,ru,70,4.5,77,24,4.16,1521787101
<citipy.citipy.City object at 0x000002075FB9CC50>,bajo baudo,co,,,,,,
<citipy.citipy.City object at 0x0000020760BA1518>,porto santo,pt,,,,,,
<citipy.citipy.City object at 0x000002075FA52780>,one hundred mile house,ca,,,,,,
<citipy.citipy.City object at 0x00000207607C06A0>,maxixe,mz,-23.86,75.96,100,100,5.95,1521787102
<citipy.citipy.City object at 0x000002076061BBA8>,matara,lk,-13.74,45.9,99,92,1.7,1521786740
<citipy.citipy.City object at 0x0000020760DA2F60>,arbazh,ru,57.68,10.98,77,12,4.72,1521787103
<citipy.citipy.City object at 0x0000020760E84E48>,kulunda,ru,52.57,37.08,98,80,17.47,1521787103
<citipy.citipy.City object at 0x0000020761026C50>,nassjo,se,57.65,24.8,100,90,4.7,1521784200
<citipy.citipy.City object at 0x000002075FB518D0>,kuche,cn,,,,,,
<citipy.citipy.City object at 0x00000207610BF0B8>,rafraf,tn,37.19,50.9,62,75,21.92,1521784800
<citipy.citipy.City object at 0x000002076129A6D8>,estelle,us,32.87,65.12,55,1,17.22,1521785700
<citipy.citipy.City object at 0x0000020761205E80>,fort morgan,us,40.25,57.7,25,75,5.82,1521784500
<citipy.citipy.City object at 0x000002075FB0FC18>,lebu,cl,8.96,66.33,31,24,3.6,1521786700
<citipy.citipy.City object at 0x0000020760ECC0B8>,mys shmidta,ru,,,,,,
<citipy.citipy.City object at 0x000002075F745A90>,menongue,ao,-14.66,63.36,99,92,2.37,1521787106
<citipy.citipy.City object at 0x000002075FA698D0>,shelburne,ca,44.08,22.57,85,20,10.65,1521784800
<citipy.citipy.City object at 0x0000020760FE3208>,vostok,ru,46.45,42.12,59,0,3.38,1521786705
<citipy.citipy.City object at 0x000002075F5518D0>,alem paraiba,br,-21.89,70.47,97,92,3.04,1521787107
<citipy.citipy.City object at 0x000002075F756B70>,villa carlos paz,ar,-31.42,59,93,0,4.7,1521784800
<citipy.citipy.City object at 0x00000207608A1B38>,chilca,pe,-13.22,50,76,75,3.36,1521784800
<citipy.citipy.City object at 0x0000020760EC63C8>,muravlenko,ru,63.79,-12.88,79,8,10.65,1521787108
<citipy.citipy.City object at 0x0000020760878588>,ibra,om,22.69,80.73,36,0,2.93,1521787109
<citipy.citipy.City object at 0x0000020760669160>,toliary,mg,,,,,,
<citipy.citipy.City object at 0x000002075FA9DDD8>,fribourg,ch,46.8,33.22,98,90,3.15,1521784200
<citipy.citipy.City object at 0x00000207608C39E8>,avera,pf,33.19,39.6,80,1,7.4,1521784500
<citipy.citipy.City object at 0x000002075FA52048>,norman wells,ca,65.28,-0.41,70,75,3.36,1521784800
<citipy.citipy.City object at 0x000002075F7D7400>,cidreira,br,-30.17,66.06,90,44,8.41,1521786772
<citipy.citipy.City object at 0x00000207615B5C88>,umzimvubu,za,,,,,,
<citipy.citipy.City object at 0x000002075FE1CEB8>,mahon,es,51.89,39.2,86,20,11.41,1521784800
<citipy.citipy.City object at 0x000002076156A3C8>,torrington,us,42.06,55.4,47,75,14.99,1521784380
<citipy.citipy.City object at 0x0000020760DBF550>,belushya guba,ru,,,,,,
<citipy.citipy.City object at 0x0000020760EB54E0>,mednogorsk,ru,51.41,20.07,87,68,11.43,1521787112
<citipy.citipy.City object at 0x000002076085C470>,banepa,np,27.63,77,27,20,3.36,1521786000
<citipy.citipy.City object at 0x000002075F8F7390>,rio grande,br,-32.03,64.71,95,0,11.32,1521787112
<citipy.citipy.City object at 0x0000020760DACDD8>,aykhal,ru,65.95,17.19,74,0,3.71,1521787113
<citipy.citipy.City object at 0x00000207607C2390>,henties bay,na,-22.12,61.83,100,20,3.71,1521787113
<citipy.citipy.City object at 0x0000020761017240>,buala,sb,-8.15,78.12,100,88,6.29,1521786682
<citipy.citipy.City object at 0x000002075FEF7D68>,brae,gb,60.4,42.04,100,75,10.29,1521784200
<citipy.citipy.City object at 0x000002075FA3FE48>,lac du bonnet,ca,50.25,26.01,78,0,9.31,1521787114
<citipy.citipy.City object at 0x00000207601F4780>,chiplun,in,17.53,86.58,29,0,3.71,1521787115
<citipy.citipy.City object at 0x000002075FB85780>,yaan,cn,7.38,77.85,86,76,7.63,1521787115
<citipy.citipy.City object at 0x000002076065A390>,nador,ma,35.17,48.88,54,0,17.22,1521784800
<citipy.citipy.City object at 0x000002075FBD0780>,jurado,co,,,,,,
<citipy.citipy.City object at 0x00000207612002E8>,ukiah,us,39.15,39.2,75,1,3.36,1521784560
<citipy.citipy.City object at 0x00000207610EF6D8>,kaohsiung,tw,22.62,77,47,20,12.75,1521784800
<citipy.citipy.City object at 0x000002075FF4CBE0>,sandwick,gb,54.57,41,100,92,25.28,1521784200
<citipy.citipy.City object at 0x00000207607C2860>,maltahohe,na,-24.83,58.41,64,0,2.71,1521787117
<citipy.citipy.City object at 0x00000207601177B8>,sarkad,hu,46.74,30.81,74,0,6.93,1521784800
<citipy.citipy.City object at 0x000002076060E940>,zachagansk,kz,,,,,,
<citipy.citipy.City object at 0x0000020760E775C0>,krasnoselkup,ru,,,,,,
<citipy.citipy.City object at 0x0000020760E36BE0>,kamenskoye,ru,,,,,,
<citipy.citipy.City object at 0x0000020760F6F470>,sobolevo,ru,54.43,30.78,90,80,18.48,1521786757
<citipy.citipy.City object at 0x000002075F96D9B0>,esterhazy,ca,50.65,28.62,93,88,17.81,1521787118
<citipy.citipy.City object at 0x00000207604E9978>,belton,us,31.06,61.25,77,1,14.99,1521785700
<citipy.citipy.City object at 0x0000020760660C50>,ambilobe,mg,-13.19,79.47,100,20,3.71,1521787119
<citipy.citipy.City object at 0x0000020760137710>,ambon,id,47.55,46.4,93,90,13.87,1521784800
<citipy.citipy.City object at 0x000002075FB07278>,tabou,ci,4.42,81.63,100,80,8.19,1521787120
<citipy.citipy.City object at 0x0000020760E91080>,kyren,ru,51.68,42.03,58,0,2.59,1521787120
<citipy.citipy.City object at 0x000002075FC4C240>,ponta do sol,cv,-20.63,66.15,100,80,3.49,1521786649
<citipy.citipy.City object at 0x0000020760377128>,kopavogur,is,64.11,35.55,100,40,5.82,1521786600
<citipy.citipy.City object at 0x0000020760DB8908>,baykit,ru,61.68,18.99,77,92,8.52,1521787121
<citipy.citipy.City object at 0x000002075FE14898>,guadalajara,es,40.63,39.25,85,0,4.7,1521784800
<citipy.citipy.City object at 0x0000020760F90198>,svetlyy,ru,,,,,,
<citipy.citipy.City object at 0x00000207602E35F8>,port blair,in,11.67,83.25,100,0,7.96,1521787123
<citipy.citipy.City object at 0x000002075F8305C0>,maragogi,br,-9.01,73.89,100,48,2.37,1521787123
<citipy.citipy.City object at 0x00000207606A8B70>,monkey bay,mw,-14.08,79.11,100,56,9.19,1521787123
<citipy.citipy.City object at 0x000002076156AE10>,juan lacaze,uy,-34.43,62.46,57,0,10.76,1521787124
<citipy.citipy.City object at 0x000002075FA79E48>,whitehorse,ca,60.72,17.6,72,75,8.05,1521784800
<citipy.citipy.City object at 0x000002075FDCF3C8>,palora,ec,-1.7,58.23,100,32,1.92,1521787124
<citipy.citipy.City object at 0x0000020760FB5DA0>,ulety,ru,51.36,47.79,31,0,11.99,1521787125
<citipy.citipy.City object at 0x000002075F7814E0>,geraldton,au,49.72,17.6,34,5,5.82,1521784800
<citipy.citipy.City object at 0x000002075FA47D30>,mayo,ca,63.59,8.6,60,20,2.24,1521781200
<citipy.citipy.City object at 0x000002075FDC2908>,adrar,dz,27.87,41,35,0,8.05,1521784800
<citipy.citipy.City object at 0x00000207604668D0>,naze,jp,5.43,75.2,94,40,3.49,1521781200
<citipy.citipy.City object at 0x00000207606A2438>,quatre cocos,mu,-20.21,84.2,70,40,11.41,1521784800
<citipy.citipy.City object at 0x00000207606088D0>,lenger,kz,42.18,48.2,87,90,6.71,1521784800
<citipy.citipy.City object at 0x0000020760707358>,huejuquilla el alto,mx,22.63,53.91,45,0,1.92,1521787127
<citipy.citipy.City object at 0x000002076040CF60>,termoli,it,42,42.39,97,92,28.1,1521787127
<citipy.citipy.City object at 0x00000207606A5C18>,thinadhoo,mv,0.53,84.78,98,32,12.44,1521787127
<citipy.citipy.City object at 0x000002076047B7B8>,shimoda,jp,34.7,52.86,51,40,11.41,1521784800
<citipy.citipy.City object at 0x0000020760DFBFD0>,dukat,ru,42.44,27,84,80,2.59,1521787128
<citipy.citipy.City object at 0x000002075FDF5550>,suez,eg,29.97,64.44,65,64,4.61,1521787129
<citipy.citipy.City object at 0x0000020760734B70>,nochistlan,mx,21.37,64.4,31,5,9.17,1521784020
<citipy.citipy.City object at 0x00000207608C3AC8>,faanui,pf,-16.48,82.71,100,68,11.43,1521786658
<citipy.citipy.City object at 0x00000207611BAEB8>,harrison,us,39.26,28.81,92,1,2.93,1521785700
<citipy.citipy.City object at 0x000002075FF7CA20>,narsaq,gl,60.91,26.6,53,0,10.29,1521784200
<citipy.citipy.City object at 0x000002076014CEF0>,kawalu,id,-7.38,76.05,96,20,2.37,1521787130
<citipy.citipy.City object at 0x00000207608B4BE0>,pisco,pe,-13.71,71.6,78,0,1.12,1521784800
<citipy.citipy.City object at 0x00000207611B1780>,kenai,us,60.55,22.96,53,1,3.15,1521784560
<citipy.citipy.City object at 0x0000020760688B70>,ye,mm,,,,,,
<citipy.citipy.City object at 0x0000020760E94898>,leningradskiy,ru,69.38,30.96,90,68,35.81,1521786656
<citipy.citipy.City object at 0x00000207606017F0>,atbasar,kz,51.81,29.97,92,64,17.58,1521787132
<citipy.citipy.City object at 0x000002075FA42898>,la ronge,ca,55.1,23,73,75,12.75,1521781200
<citipy.citipy.City object at 0x0000020760146198>,denpasar,id,-8.65,84.33,75,12,3.15,1521787132
<citipy.citipy.City object at 0x000002075FF7CC18>,paamiut,gl,61.99,20.7,100,24,23.73,1521787133
<citipy.citipy.City object at 0x0000020760F33080>,puksoozero,ru,62.59,18.27,92,80,5.5,1521787133
<citipy.citipy.City object at 0x000002075FB0BA90>,coihaique,cl,-45.58,48.2,87,90,3.36,1521784800
<citipy.citipy.City object at 0x000002075FDCFDA0>,puerto baquerizo moreno,ec,-0.9,80.1,100,0,6.17,1521787133
<citipy.citipy.City object at 0x000002075F787748>,kununurra,au,-15.77,100.4,33,20,9.17,1521784800
<citipy.citipy.City object at 0x0000020760FB3860>,udachnyy,ru,66.42,18.27,68,20,3.38,1521786692
<citipy.citipy.City object at 0x000002076061EBA8>,buchanan,lr,5.88,78.57,100,88,5.28,1521787134
<citipy.citipy.City object at 0x0000020760DDE160>,bystryy istok,ru,52.37,46.53,79,68,14.67,1521787135
<citipy.citipy.City object at 0x00000207607CC2B0>,agadez,ne,16.97,71.6,12,24,16.11,1521784800
<citipy.citipy.City object at 0x00000207606634E0>,antalaha,mg,-14.9,78.75,100,76,8.08,1521787136
<citipy.citipy.City object at 0x00000207607EBFD0>,puerto cabezas,ni,14.04,77.13,100,76,15.23,1521787136
<citipy.citipy.City object at 0x0000020760660860>,ambanja,mg,-13.68,84.2,97,75,2.24,1521784800
<citipy.citipy.City object at 0x000002075F906588>,santo antonio do ica,br,-3.1,73.89,98,76,3.6,1521787136
<citipy.citipy.City object at 0x0000020760EC5518>,motygino,ru,58.18,32.13,87,92,8.97,1521787137
<citipy.citipy.City object at 0x0000020760859588>,vardo,no,39.62,34.7,50,1,10.29,1521785700
<citipy.citipy.City object at 0x000002075F745B70>,namibe,ao,-15.19,77.58,100,48,7.85,1521786650
<citipy.citipy.City object at 0x0000020760426AC8>,wadi musa,jo,30.32,68,20,0,2.24,1521785220
<citipy.citipy.City object at 0x000002075FF73320>,anloga,gh,5.79,78.8,94,20,4.7,1521784800
<citipy.citipy.City object at 0x00000207615B3710>,saldanha,za,41.42,34.83,96,68,3.38,1521786776
<citipy.citipy.City object at 0x000002076035BA58>,bandar-e lengeh,ir,26.56,75.2,83,40,6.93,1521784800
<citipy.citipy.City object at 0x000002076034C4E0>,vetapalem,in,15.78,86.4,85,0,6.4,1521787139
<citipy.citipy.City object at 0x00000207610B56A0>,balkanabat,tm,39.51,66.42,36,20,2.04,1521787140
<citipy.citipy.City object at 0x0000020760F68DD8>,skalistyy,ru,,,,,,
<citipy.citipy.City object at 0x000002075FBB5B00>,cravo norte,co,6.3,73.98,95,76,4.38,1521787140
<citipy.citipy.City object at 0x000002075F925588>,tarauaca,br,-8.16,74.97,93,56,2.59,1521787141
<citipy.citipy.City object at 0x0000020760AC37F0>,sulangan,ph,11.14,81.81,100,12,12.88,1521787141
<citipy.citipy.City object at 0x0000020760E5EBA8>,kolyshley,ru,52.7,22.32,90,56,9.98,1521787141
<citipy.citipy.City object at 0x000002075FE5B7F0>,seinajoki,fi,,,,,,
<citipy.citipy.City object at 0x000002075F823B70>,laguna,br,27.52,69.21,61,56,2.15,1521787142
<citipy.citipy.City object at 0x000002075F78D4E0>,nelson bay,au,-32.72,71.6,78,75,5.82,1521784800
<citipy.citipy.City object at 0x0000020761014390>,abha,sa,18.22,71.6,18,0,4.7,1521784800
<citipy.citipy.City object at 0x0000020760E1E390>,igrim,ru,63.19,-2.35,60,12,3.6,1521787143
<citipy.citipy.City object at 0x000002076085EF60>,ahipara,nz,-35.17,65.16,100,80,6.4,1521786703
<citipy.citipy.City object at 0x00000207606630F0>,andevoranto,mg,,,,,,
<citipy.citipy.City object at 0x0000020760D9FBA8>,anadyr,ru,64.73,28.4,100,90,38.03,1521784800
<citipy.citipy.City object at 0x0000020760EAA160>,malaya purga,ru,56.55,12.69,89,56,6.06,1521787144
<citipy.citipy.City object at 0x000002075F7BC048>,cabedelo,br,-6.97,75.2,88,20,4.7,1521784800
<citipy.citipy.City object at 0x000002075FC4C780>,vila do maio,cv,15.13,68,77,20,20.8,1521784800
<citipy.citipy.City object at 0x0000020760F7C4A8>,srednekolymsk,ru,67.46,-7.21,61,32,3.83,1521787146
<citipy.citipy.City object at 0x0000020761079DD8>,salamiyah,sy,35.01,66.51,18,0,5.95,1521787146
<citipy.citipy.City object at 0x0000020760DC3588>,beringovskiy,ru,63.05,28.53,91,56,39.73,1521787146
<citipy.citipy.City object at 0x0000020760697470>,bambous virieux,mu,-20.34,84.2,70,40,11.41,1521784800
<citipy.citipy.City object at 0x000002076067CEB8>,nioro,ml,13.79,67.23,35,0,9.64,1521787147
<citipy.citipy.City object at 0x0000020760FF2F28>,yerbogachen,ru,61.28,27.54,65,24,4.94,1521786695
<citipy.citipy.City object at 0x000002075F7545F8>,rio gallegos,ar,-51.62,42.8,70,40,14.99,1521784800
<citipy.citipy.City object at 0x000002076059FF98>,north myrtle beach,us,33.83,37.8,86,1,17.81,1521785700
<citipy.citipy.City object at 0x00000207611D1E80>,eureka,us,40.8,42.76,61,90,9.17,1521784500
<citipy.citipy.City object at 0x0000020760688C88>,bulgan,mn,48.81,55.44,22,0,8.19,1521787149
<citipy.citipy.City object at 0x0000020760137B00>,atambua,id,-9.11,81.54,100,68,6.96,1521787150
<citipy.citipy.City object at 0x0000020760BB8DA0>,capitan bado,py,-23.27,72.36,93,0,2.48,1521787150
<citipy.citipy.City object at 0x000002075F8CE978>,codrington,ag,-28.95,68.31,96,92,5.61,1521786771
<citipy.citipy.City object at 0x0000020760739940>,obregon,mx,32.86,70.61,40,1,14.99,1521784620
<citipy.citipy.City object at 0x0000020760680550>,tessalit,ml,20.2,49.5,27,0,16.58,1521787151
<citipy.citipy.City object at 0x000002075FF81208>,conakry,gn,9.52,78.8,83,20,7.74,1521784800
<citipy.citipy.City object at 0x000002076100A550>,zhigansk,ru,66.77,17.01,75,80,5.39,1521787152
<citipy.citipy.City object at 0x0000020760158D68>,nabire,id,-3.36,73.35,94,76,1.7,1521787152
<citipy.citipy.City object at 0x000002076056F358>,altus,us,34.64,63.7,67,1,10.29,1521786180
<citipy.citipy.City object at 0x000002076156A8D0>,chuy,uy,-33.69,60.48,94,0,12.66,1521786670
<citipy.citipy.City object at 0x00000207611B14E0>,fairbanks,us,64.84,13.21,41,1,5.82,1521784680
<citipy.citipy.City object at 0x000002076068F2B0>,nouadhibou,mr,20.93,60.8,67,0,14.99,1521784800
<citipy.citipy.City object at 0x0000020760875E80>,wellsford,nz,-36.3,67.41,90,92,12.66,1521787153
<citipy.citipy.City object at 0x0000020760155A20>,manado,id,1.49,84.2,74,40,10.29,1521786600
<citipy.citipy.City object at 0x0000020760E910F0>,kyshtovka,ru,56.56,29.43,98,56,17.25,1521787154
<citipy.citipy.City object at 0x00000207611B1828>,ketchikan,us,55.34,37.99,93,90,4.7,1521784560
<citipy.citipy.City object at 0x0000020760E25D30>,ishimbay,ru,53.45,22.59,91,88,8.08,1521787155
<citipy.citipy.City object at 0x00000207608FD400>,balingasay,ph,16.36,80.91,92,0,9.75,1521787156
<citipy.citipy.City object at 0x0000020760F165C0>,petropavlovsk-kamchatskiy,ru,53.05,26.6,42,0,13.42,1521784800
<citipy.citipy.City object at 0x0000020760333AC8>,tezu,in,27.93,52.2,100,92,1.7,1521787156
<citipy.citipy.City object at 0x0000020760377198>,olafsvik,is,,,,,,
<citipy.citipy.City object at 0x000002076082EFD0>,havoysund,no,71,24.8,79,75,20.8,1521784200
<citipy.citipy.City object at 0x000002075F8064E0>,ipora,br,,,,,,
<citipy.citipy.City object at 0x00000207607C8B00>,tadine,nc,-21.55,80.55,97,88,17.36,1521786741
<citipy.citipy.City object at 0x000002075FE07D30>,carballo,es,43.21,47.19,87,75,10.29,1521784800
<citipy.citipy.City object at 0x0000020760460DD8>,muroto,jp,33.37,59,100,40,8.05,1521784800
<citipy.citipy.City object at 0x0000020761066B38>,mogadishu,so,2.04,84.2,83,40,9.17,1521784800
<citipy.citipy.City object at 0x000002075FDC2E48>,sidi ali,dz,36.1,36.45,82,0,7.18,1521786651
<citipy.citipy.City object at 0x0000020760682748>,lashio,mm,22.93,79.92,58,0,1.36,1521787159
<citipy.citipy.City object at 0x000002075F90ACC0>,sao gabriel da cachoeira,br,-0.13,71.73,94,92,0.58,1521787159
<citipy.citipy.City object at 0x000002075F819A90>,japura,br,-0.42,78.84,89,92,2.82,1521787160
<citipy.citipy.City object at 0x000002076026B0F0>,khargone,in,21.82,89.46,26,0,5.73,1521787160
<citipy.citipy.City object at 0x0000020760B92320>,lagoa,pt,37.14,51.8,81,75,5.82,1521784800
<citipy.citipy.City object at 0x0000020760E4CDD8>,kholtoson,ru,50.3,44.73,60,0,6.96,1521787160
<citipy.citipy.City object at 0x000002075F92C390>,touros,br,-5.2,79.83,84,76,8.41,1521787161
<citipy.citipy.City object at 0x00000207607C0128>,inhambane,mz,-23.87,75.96,100,100,5.95,1521787161
<citipy.citipy.City object at 0x0000020760155DA0>,martapura,id,-3.41,86.67,78,20,7.74,1521787162
<citipy.citipy.City object at 0x000002075FB51668>,korla,cn,,,,,,
<citipy.citipy.City object at 0x00000207600319E8>,champerico,gt,16.38,70.83,58,0,4.72,1521786778
<citipy.citipy.City object at 0x0000020760BCFD68>,saint-joseph,re,43.56,38.19,80,0,4.7,1521784800
<citipy.citipy.City object at 0x000002075F5599E8>,anastacio,br,-20.48,75.15,91,0,2.71,1521787163
<citipy.citipy.City object at 0x0000020760DB6C50>,batagay-alyta,ru,67.8,12.69,66,48,5.39,1521787164
<citipy.citipy.City object at 0x000002075FA7CC18>,yarmouth,ca,50.71,44.22,93,75,9.17,1521784200
<citipy.citipy.City object at 0x0000020760E911D0>,kysyl-syr,ru,63.9,19.89,70,32,4.61,1521787164
<citipy.citipy.City object at 0x000002075F7BCE48>,cacu,br,-18.56,72.81,84,56,3.71,1521787165
<citipy.citipy.City object at 0x00000207602864E0>,leh,in,34.16,10.71,90,20,0.58,1521787165
<citipy.citipy.City object at 0x000002075FF7CDD8>,qasigiannguit,gl,68.82,1.4,84,48,21.92,1521784200
<citipy.citipy.City object at 0x0000020760148358>,gorontalo,id,0.54,84.6,70,64,2.37,1521787166
<citipy.citipy.City object at 0x000002075F790278>,port pirie,au,-33.18,95,21,40,8.05,1521784800
<citipy.citipy.City object at 0x0000020760774278>,tekanto,mx,21.02,69.8,68,5,9.17,1521784080
<citipy.citipy.City object at 0x000002075FB8D828>,zalantun,cn,48,50.13,33,0,7.18,1521787167
<citipy.citipy.City object at 0x0000020760F8DE80>,svetlogorsk,ru,53.14,19.4,79,90,13.42,1521784800
<citipy.citipy.City object at 0x0000020760FF6198>,yermish,ru,54.77,22.05,91,56,11.99,1521787168
<citipy.citipy.City object at 0x00000207612512B0>,kailua,us,21.39,69.33,88,90,11.65,1521784620
<citipy.citipy.City object at 0x0000020760B22080>,mingaora,pk,34.78,60.93,55,0,1.14,1521786871
<citipy.citipy.City object at 0x000002076102D0B8>,timra,se,62.49,13.1,85,90,4.7,1521784200
<citipy.citipy.City object at 0x00000207606806D8>,yorosso,ml,12.35,69.57,22,0,12.88,1521787169
<citipy.citipy.City object at 0x00000207604AD358>,ijaki,ki,,,,,,
<citipy.citipy.City object at 0x000002075FB04DA0>,san-pedro,ci,4.75,76.86,94,36,5.61,1521787170
<citipy.citipy.City object at 0x000002075FF549B0>,stornoway,gb,,,,,,
<citipy.citipy.City object at 0x0000020760DC62E8>,bilibino,ru,68.06,-1.9,66,80,2.82,1521786763
<citipy.citipy.City object at 0x0000020760139B70>,barabai,id,-2.59,91.8,60,8,2.37,1521787171
<citipy.citipy.City object at 0x00000207608C8550>,vaitape,pf,-16.52,82.35,100,88,11.99,1521787171
<citipy.citipy.City object at 0x0000020760FF2C50>,yemtsa,ru,63.06,16.29,86,88,6.96,1521787171
<citipy.citipy.City object at 0x0000020760BB5438>,vila vicosa,pt,38.78,48.2,81,75,5.82,1521784800
<citipy.citipy.City object at 0x0000020760499FD0>,garissa,ke,-0.46,81.45,65,0,4.72,1521787172
